"record_identifier","ecommons_entity_name","ecommons_title","ecommons_title_year","ecommons_subject","ecommons_publisher","search_url","OCLC_result1_preflabel","OCLC_result1_birthdate","OCLC_result1_deathdate","OCLC_result1_score","OCLC_result1_subject","OCLC_result1_subject_CUL_score","OCLC_result1_OCLC_URI","OCLC_result1_LoC_preflabel","OCLC_result1_LoC_URI","OCLC_result1_LoC_birthdate","OCLC_result1_LoC_deathdate","OCLC_result1_LoC_affiliation_CUL_score","OCLC_result1_VIAF_URI","OCLC_result1_VIAF_title_CUL_score","OCLC_result1_VIAF_affiliation_CUL_score","OCLC_result1_ISNI_URI","OCLC_result1_Wiki_URI","OCLC_result2_Wiki_affiliation_CUL_score","OCLC_result2_preflabel","OCLC_result2_birthdate","OCLC_result2_deathdate","OCLC_result2_score","OCLC_result2_subject","OCLC_result2_subject_CUL_score","OCLC_result2_OCLC_URI","OCLC_result2_LoC_preflabel","OCLC_result2_LoC_URI","OCLC_result2_LoC_birthdate","OCLC_result2_LoC_deathdate","OCLC_result2_LoC_affiliation_CUL_score","OCLC_result2_VIAF_URI","OCLC_result2_VIAF_title_CUL_score","OCLC_result2_VIAF_affiliation_CUL_score","OCLC_result2_ISNI_URI","OCLC_result2_Wiki_URI","OCLC_result2_Wiki_affiliation_CUL_score"
"oai:ecommons.cornell.edu:1813/96","Brown, Kimberly","""One Vision, Many Voices: First Year Diversity Initiative"" featuring the Cornell Interactive Theater Ensemble's presentation of ""Being Antigone.""","2004","['diversity', 'Antigone', 'Cornell University', 'vision', 'voices', 'Cornell Interactive Theater Ensemble', 'CITE', 'first-year orientation']","['Internet-First University Press']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Brown%2C%20Kimberly","Kimberly J. Brown","1984","","375.90576","Legal drama","30","http://worldcat.org/entity/person/id/2638950335","Brown, Kimberly J.","http://id.loc.gov/authorities/names/no2006130041","","","","http://viaf.org/viaf/14993793","12","","http://isni.org/isni/0000000114383610","http://www.wikidata.org/entity/Q125447","","Kimberly M. Brown","","","68.83937","Cancer--Treatment","30","http://worldcat.org/entity/person/id/2634592860","Brown, Kimberly M.","http://id.loc.gov/authorities/names/nb2009007469","","","","http://viaf.org/viaf/83536719","8","","","",""
"oai:ecommons.cornell.edu:1813/96","[CITE], Cornell Interactive Theatre Ensemble","""One Vision, Many Voices: First Year Diversity Initiative"" featuring the Cornell Interactive Theater Ensemble's presentation of ""Being Antigone.""","2004","['diversity', 'Antigone', 'Cornell University', 'vision', 'voices', 'Cornell Interactive Theater Ensemble', 'CITE', 'first-year orientation']","['Internet-First University Press']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=%5BCITE%5D%2C%20Cornell%20Interactive%20Theatre%20Ensemble","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/97","Strogatz, Steven H.","Nonlinear dynamics and chaos: Lab demonstrations","1994","['Steven Strogatz', 'Howard Stone', 'John Dugundji', 'Irving Epstein', 'Kevin Cuomo', 'Diana Dabby', 'nonlinear', 'dynamics', 'chaos', 'oscillator']","['Internet-First University Press']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Strogatz%2C%20Steven%20H.","Steven H. Strogatz","1959","","1839.21","Chaotic behavior in systems","36","http://worldcat.org/entity/person/id/2639830237","Strogatz, Steven H. (Steven Henry)","http://id.loc.gov/authorities/names/n86093144","","","","http://viaf.org/viaf/67081737","9","","http://isni.org/isni/0000000109113560","http://www.wikidata.org/entity/Q1384920","","Steven H. Strogatz","","","9.11251","","36","http://worldcat.org/entity/person/id/2628514930","","","","","","http://viaf.org/viaf/71366722","","","","",""
"oai:ecommons.cornell.edu:1813/101","Cohn, Monica","Reassessing Ancient History: Trends in 20th Century Historiography","2004","['Chinese Historiography']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Cohn%2C%20Monica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/98","Mateescu, Raluca","EFFECT OF TESTOSTERONE ON IGF-I, AR AND MYOSTATIN GENE EXRESSION IN SPLENIUS AND SEMITENDINOSUS MUSCLES IN SHEEP","2004","['gene expression', 'muscle', 'sheep']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Mateescu%2C%20Raluca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/99","Ghosh, Soumyadip","Dependence in Stochastic Simulation Models","2004","['simulation', 'random variate generation', 'random vector sampling', 'Input Modeling', 'NORTA']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Ghosh%2C%20Soumyadip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/100","Fried, David","The Design, Fabrication and Characterization of Independent-Gate FinFETs","2004","['FinFET', 'Independent-Gate', 'Threshold Voltage Control', 'Double-Gate', 'Fabrication']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Fried%2C%20David","David Friedrich Strauss","1808","2-08","16316.027","History--Study and teaching","39","http://worldcat.org/entity/person/id/2637652173","Strauss, David Friedrich, 1808-1874","http://id.loc.gov/authorities/names/n50010947","1808","1874","","http://viaf.org/viaf/41974365","49","","http://isni.org/isni/0000000121298692","http://www.wikidata.org/entity/Q57219","","Caspar David Friedrich","1774","5-07","14938.982","Romanticism in art","39","http://worldcat.org/entity/person/id/2640961891","Friedrich, Caspar David, 1774-1840","http://id.loc.gov/authorities/names/n79059754","1774","0507","","http://viaf.org/viaf/12373960","5","","http://isni.org/isni/0000000108551681","http://www.wikidata.org/entity/Q104884",""
"oai:ecommons.cornell.edu:1813/102","Keegan, Mark E.","Biodegradable Microspheres with Enhanced Capacity for Surface Ligand Conjugation","2003","['Microspheres', 'PLGA', 'Surface modification', 'ligands']","['Elsevier']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Keegan%2C%20Mark%20E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/103","Hsu, Lauren","A STUDY OF THE FORM FACTORS IN SEMILEPTONIC NEUTRAL D-MESON DECAYS TO PION AND KAON MODES USING THE CLEO-III DETECTOR","2004","['Particle Physics, CLEO Detector, Charm, Semileptonic, Form Factors, Pion, Kaon']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Hsu%2C%20Lauren","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/105","Warner, David","The Role of Cercopagis pengoi in Nearshore Areas of Lake Ontario","2004","['Cercopagis pengoi', 'Lake Ontario zooplankton', 'alewives', 'acoustic']","['Transactions of the American Fisheries Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Warner%2C%20David","David Warner","1941","","6563.016","Shipwrecks","33","http://worldcat.org/entity/person/id/2640848177","Warner, David, 1941-","http://id.loc.gov/authorities/names/n86138340","1941","","","http://viaf.org/viaf/29723974","9","","http://isni.org/isni/0000000106535899","http://www.wikidata.org/entity/Q363271","","Daniel Warner","","","587.4872","International relations--Moral and ethical aspects","33","http://worldcat.org/entity/person/id/2642815225","Warner, Daniel","http://id.loc.gov/authorities/names/n91016436","","","","http://viaf.org/viaf/37055661","51","","http://isni.org/isni/0000000108885147","",""
"oai:ecommons.cornell.edu:1813/104","Kauffman, David Scott","Budget Travel in South Asia: Searching for the Real","2004","['Budget Travel', 'India']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Kauffman%2C%20David%20Scott","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/108","Pierson, Oliver","SPATIAL, TEMPORAL, AND HYDROLOGICAL VARIATIONS IN PHOSPHORUS RETENTION IN A LARGE CATTAIL WETLAND","2004","['Phosphorus', 'Biogeochemistry', 'Cattails', 'Hydrology', 'Spatial Variation', 'Temporal Variation', 'Wetlands', 'Irondequoit Bay', 'Lake Ontario']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Pierson%2C%20Oliver","Oliver Pierson","","","25.642124","Forestry law and legislation","44","http://worldcat.org/entity/person/id/2639810767","Pierson, Oliver","http://id.loc.gov/authorities/names/n2007207853","","","","http://viaf.org/viaf/75778342","40","","http://isni.org/isni/0000000036991388","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/106","Rudert, Angela","Inherent Faith and Negotiated Power:  Swaminarayan Women in the United States","2004","['Hinduism', 'United States', 'women', 'Swaminarayan']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Rudert%2C%20Angela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/109","Steven, Matthew D","Non-Migratory Bioactive Packaging: Covalent attachment of bioactive peptides to poly(ethylene) food packaging films","2004","['food packaging', 'active packaging', 'enzyme immobilization', 'antimicrobial packaging', 'surface modification', 'poly(ethylene)']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Steven%2C%20Matthew%20D","Steve Matthewman","1969","","85.062805","Technological innovations--Social aspects","38","http://worldcat.org/entity/person/id/2637097110","Matthewman, Steve","http://id.loc.gov/authorities/names/no2003104021","1969","","","http://viaf.org/viaf/2761390","42","","http://isni.org/isni/0000000117374031","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/107","Perrella, Andrew","Ballistic Electron Transport in Aluminum Oxide","2004","['Ballistic electron emission microscopy', 'aluminum oxide', 'hot electron scattering', 'magnetic tunnel junction', 'oxidation', 'scanning tunneling microscopy']","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Perrella%2C%20Andrew","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/125","Holihan, Rich","How Warm is an Igloo?","2003","","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Holihan%2C%20Rich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/125","Keeley, Dan","How Warm is an Igloo?","2003","","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Keeley%2C%20Dan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/125","Lee, Daniel","How Warm is an Igloo?","2003","","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Lee%2C%20Daniel","Daniel Leeds","1652","1720","2873.559","Society of Friends","","http://worldcat.org/entity/person/id/2639194136","Leeds, Daniel, 1652-1720","http://id.loc.gov/authorities/names/n82064039","1652","1720","","http://viaf.org/viaf/2815157","34","","http://isni.org/isni/0000000025881167","","","Danielle Leeman-Bouix","1900","","2531.1072","French language--Syntax","","http://worldcat.org/entity/person/id/2640980930","Leeman, Danielle","http://id.loc.gov/authorities/names/n50038910","","","","http://viaf.org/viaf/120724860","44","","http://isni.org/isni/0000000110863545","",""
"oai:ecommons.cornell.edu:1813/125","Tu, Powen","How Warm is an Igloo?","2003","","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Tu%2C%20Powen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/125","Yang, Eric","How Warm is an Igloo?","2003","","","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Yang%2C%20Eric","Eric Min-yang Wang","","","27.112232","Human engineering","","http://worldcat.org/entity/person/id/2631920824","","","","","","http://viaf.org/viaf/310743992","18","","","","","Erica Yang","","","6.7780576","Metadatabases","","http://worldcat.org/entity/person/id/2638713317","Yang, Erica","http://id.loc.gov/authorities/names/nb2010031690","","","","http://viaf.org/viaf/159882215","22","","","",""
"oai:ecommons.cornell.edu:1813/115","Nesterova, Anna","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Nesterova%2C%20Anna","A. V. Nesterova","","","28.859085","Leg--Diseases","43","http://worldcat.org/entity/person/id/2627294566","Nesterova, A. V. (Anna Viktorovna)","http://id.loc.gov/authorities/names/n2002118675","","","","http://viaf.org/viaf/21508848","24","","http://isni.org/isni/000000011791689X","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Wei, Lim Tam","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Wei%2C%20Lim%20Tam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Lee, Humphrey","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Lee%2C%20Humphrey","Arthur Lee Humphreys","1865","1946","2016.5955","Early maps","9","http://worldcat.org/entity/person/id/2638782540","Humphreys, Arthur Lee, 1865-1946","http://id.loc.gov/authorities/names/n81079967","1865","1946","","http://viaf.org/viaf/15135817","41","","http://isni.org/isni/0000000080948301","","","Humphrey Leech","1571","1-01","596.6474","Theology, Doctrinal--Catholic authors","9","http://worldcat.org/entity/person/id/2642918138","Leech, Humphrey, 1571-1629","http://id.loc.gov/authorities/names/nr93006843","1571","1629","","http://viaf.org/viaf/54579180","32","","http://isni.org/isni/0000000051749514","http://www.wikidata.org/entity/Q15070187",""
"oai:ecommons.cornell.edu:1813/115","Bhattacharyay, Rima","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Bhattacharyay%2C%20Rima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Miniyar, Neal","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Miniyar%2C%20Neal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Sable, Scott","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Sable%2C%20Scott","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Zuccarino, Todd","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Zuccarino%2C%20Todd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Liang, Feng Olivia","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Liang%2C%20Feng%20Olivia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Lacket, Christopher","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Lacket%2C%20Christopher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Gilman, John","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Gilman%2C%20John","John Ward Gilman","1741","1823","1139.5458","Hymns, English","41","http://worldcat.org/entity/person/id/2632136657","Gilman, John Ward, 1741-1823","http://id.loc.gov/authorities/names/n88227283","1741","1823","","http://viaf.org/viaf/38478323","20","","","","","John Taylor Gilman","1753","8-31","891.4827","Taxation","41","http://worldcat.org/entity/person/id/2638290497","Gilman, John Taylor, 1753-1828","http://id.loc.gov/authorities/names/n86084943","1753","1828","","http://viaf.org/viaf/77797680","7","","http://isni.org/isni/0000000027799087","http://www.wikidata.org/entity/Q882978",""
"oai:ecommons.cornell.edu:1813/115","Graziano, Gwednolyn","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Graziano%2C%20Gwednolyn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Cheng, Samson","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Cheng%2C%20Samson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Loh, Wee Lee","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Loh%2C%20Wee%20Lee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Pridgen, Colyar","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Pridgen%2C%20Colyar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Tzenev, Atanas","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Tzenev%2C%20Atanas","E. Atanassova-Tzeneva","","","9.670441","Industrial relations","55","http://worldcat.org/entity/person/id/2633024643","","","","","","http://viaf.org/viaf/201502006","31","","http://isni.org/isni/0000000392894074","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Zhang, Jeffery","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Zhang%2C%20Jeffery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"oai:ecommons.cornell.edu:1813/115","Pedersen, Linda","The Visible Hand, Volume XI, Issue 2","2004","['Hong Kong', 'Special Administrative Region', 'Economic Revitalization', 'Closer Economic Partnership', 'outsourcing India', 'Laos development', 'corporate governance', 'income polarization', 'political economy', 'European union', 'private health insurance', 'recovery', 'crate', 'barrel', 'international labor organization', 'low carbs', 'music industry', 'airlines', 'stocks', 'inflation', 'linked bonds', 'Cingular', 'ATT wireless', 'Nobel Prize', 'Cornell', 'traffic', 'community service', 'levon barseghyan', 'Bulgaria', 'entrepreneurship', 'fiat', 'dollar', 'environmentalism', 'sticky price', 'American Business']","['Cornell Economics Society']","http://experiment.worldcat.org/entity/lookup/?wskey=COO&q=Pedersen%2C%20Linda","Linda Pedersen","1973","","38.668858","","","http://worldcat.org/entity/person/id/2636341975","","","","","","http://viaf.org/viaf/307266784","","","","","","Linda Vinding Pedersen","","","18.561052","","","http://worldcat.org/entity/person/id/2639744863","","","","","","http://viaf.org/viaf/307283655","26","","","",""
